price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,sqft_living15,sqft_lot15,split
215000.00,3,1.5,1280,5065,2,0,0,4,6,1280,0,1983,0,98002,1070,4491,train
459000.00,2,2.25,1010,1107,2,0,0,3,8,710,300,2006,0,98119,1140,1531,train
317000.00,4,2.5,2160,8049,2,0,0,3,9,2160,0,1988,0,98001,2490,8995,train
545000.00,2,2,1430,3880,1,0,0,4,7,1430,0,1949,0,98117,1430,3880,train
350000.00,4,1,1010,6000,1,0,0,3,6,750,260,1925,0,98136,1450,6000,train
1600000.00,4,2.25,2940,5735,1,0,0,3,9,1470,1470,1957,0,98112,2230,5659,train
270000.00,3,1.75,1260,7500,1,0,0,3,6,840,420,1947,0,98155,1340,7500,train
347500.00,3,1.75,1620,7500,1,0,0,3,7,1220,400,1981,0,98059,1470,7938,train
230950.00,2,1,930,12724,1,0,0,4,6,930,0,1912,0,98014,1240,21828,train
157500.00,2,1,740,9003,1,0,0,3,5,740,0,1949,0,98031,1230,8050,train
490000.00,3,2.5,2010,9725,2,0,0,4,8,2010,0,1987,0,98029,1850,6858,train
337000.00,3,1.75,1310,12750,1,0,0,3,7,1310,0,1993,0,98059,1790,13500,train
308000.00,3,1.75,1680,8629,1,0,0,3,8,1200,480,1977,0,98198,1990,8400,train
462550.00,2,1.75,1070,1276,3,0,0,3,8,1070,0,2006,0,98107,1290,2057,train
361500.00,4,2.75,2190,6740,2,0,0,3,7,2190,0,1995,0,98038,1950,7150,train
430000.00,3,2,1730,9000,1,0,0,3,8,1370,360,1978,0,98027,2390,10000,train
581000.00,3,2.5,2600,4438,2,0,0,3,7,2600,0,2004,0,98053,2600,4904,train
290000.00,2,1,930,7740,1,0,0,3,6,930,0,1924,0,98125,1250,7740,train
422000.00,4,2.5,3200,6691,2,0,0,3,7,3200,0,2002,0,98038,2610,6510,train
710500.00,3,1.75,2040,4125,1.5,0,0,4,8,1540,500,1917,0,98107,1620,4400,train
455000.00,5,2,2500,7860,1,0,0,3,7,1040,1460,1963,0,98034,2060,9684,train
324888.00,4,1.75,2160,28750,2,0,0,4,8,2160,0,1978,0,98092,1790,53578,train
975000.00,3,3,1850,5000,1.5,0,0,2,6,1850,0,1900,0,98107,1360,2500,train
690000.00,4,3.25,3730,11820,2,0,0,3,10,2460,1270,1990,0,98029,3680,10667,train
771150.00,4,3.5,3950,12320,2,0,0,3,10,3950,0,2001,0,98065,3920,11086,train
817000.00,3,1.5,2310,3360,1.5,0,0,3,8,1790,520,1926,0,98119,1930,4320,train
295000.00,4,1.75,1400,11934,1,0,0,3,7,1050,350,1961,0,98028,2080,10400,train
299900.00,4,2.5,1580,3632,2,0,0,3,7,1580,0,2011,0,98038,1950,3800,train
950000.00,4,2.5,3360,11548,2,0,0,3,9,3360,0,1988,0,98033,3400,14091,train
320000.00,2,2.25,1550,1827,2,0,0,3,8,1550,0,2008,0,98106,1420,1826,train
533000.00,4,2.5,2830,6536,2,0,0,3,8,2830,0,2003,0,98038,2830,6872,train
643500.00,6,5.25,3600,3960,2,0,0,3,7,2400,1200,1971,0,98126,1450,4600,train
225000.00,3,1.75,1550,9060,2,0,0,3,7,1550,0,1948,1979,98146,1080,7620,train
500000.00,2,2.5,1310,1500,2,0,0,3,8,1160,150,2006,0,98122,1320,1581,train
280000.00,3,1.75,2080,87991,1,0,0,3,6,1040,1040,1970,0,98014,2080,84300,train
654500.00,4,1,1780,5000,1.5,0,0,3,8,1780,0,1947,0,98115,2030,5000,train
449000.00,3,1.75,1660,9697,1,0,0,4,7,1660,0,1952,0,98155,2060,20624,train
1070000.00,6,3.25,3560,21400,2,0,4,4,9,3560,0,1952,0,98177,3560,24338,train
963990.00,4,3.25,3830,6765,2,0,0,3,9,3830,0,2014,0,98053,3830,6507,train
870000.00,4,1.75,1920,3600,2,0,0,4,8,1920,0,1907,0,98119,1920,3600,train
410000.00,4,2,1510,3240,1,0,0,5,7,870,640,1901,0,98144,1420,5160,train
543000.00,2,1,940,3864,1,0,0,4,8,940,0,1918,0,98103,1440,3956,train
324900.00,4,2.5,1880,7965,2,0,0,3,7,1880,0,2000,0,98038,1570,7584,train
415000.00,3,2.5,2420,10733,2,0,0,3,8,2420,0,1996,0,98038,1950,8534,train
805000.00,3,2.75,2600,5875,1.5,0,2,5,8,1600,1000,1929,0,98116,2260,5492,train
1220000.00,3,2.25,2640,7544,1,0,0,3,10,2640,0,1995,0,98004,2650,7904,train
760000.00,4,2.25,2500,8500,2,0,0,4,8,2500,0,1979,0,98006,2470,9100,train
319000.00,2,1.5,1090,847,3,0,0,3,8,1090,0,2009,0,98133,1090,1118,train
225000.00,3,1.75,1460,8372,1,0,0,4,7,1460,0,1981,0,98042,1220,7803,train
312500.00,3,1,1170,7350,1,0,0,4,7,1170,0,1960,0,98008,1170,7350,train
775000.00,3,1.75,3520,12350,1,0,4,4,8,1530,1990,1960,0,98116,2140,7800,train
538000.00,3,2.5,2250,11632,2,0,0,3,8,2250,0,1988,0,98056,2360,11632,train
998000.00,5,3.5,3760,10207,2,0,0,3,10,3150,610,1969,0,98040,3550,12118,train
720000.00,4,4,3200,7708,2,0,0,3,10,3200,0,2004,0,98075,3480,7944,train
150000.00,3,1,1010,25000,1,0,0,3,6,1010,0,1966,0,98014,2020,101494,train
365000.00,2,1,770,5680,1,0,0,4,6,770,0,1929,0,98117,1170,5514,train
422500.00,3,1.75,1560,7245,1.5,0,0,3,7,1560,0,1962,1985,98052,2220,8502,train
158000.00,3,1.5,990,8925,1,0,0,4,7,990,0,1962,0,98003,1360,8625,train
565000.00,4,2.5,2520,13156,1,0,0,3,8,1520,1000,1979,0,98052,2050,10940,train
305000.00,2,2.25,1000,905,3,0,0,3,8,1000,0,2006,0,98117,980,1023,train
650000.00,3,2.25,2150,21235,1,0,3,4,8,1590,560,1959,0,98166,2570,18900,train
269000.00,2,1,770,8612,1,0,0,3,6,770,0,1953,0,98155,1290,8407,train
540000.00,3,1.75,2590,25992,1,0,0,3,8,1970,620,1968,0,98029,2590,29250,train
310597.00,4,1.75,2000,25700,1,0,0,4,7,1150,850,1958,0,98023,2420,27500,train
205000.00,3,1,1610,8579,1,0,0,4,7,1010,600,1962,0,98058,1610,8579,train
289500.00,3,2.25,2120,3400,2,0,0,3,7,2120,0,2002,0,98092,2420,3400,train
840000.00,2,2.5,1680,975,3,0,0,3,9,1680,0,2009,0,98119,1680,977,train
499000.00,2,1.75,2040,114562,1,0,0,4,7,2040,0,1968,0,98027,1850,94960,train
278000.00,4,2.5,1940,6887,2,0,0,3,7,1940,0,1990,0,98023,1870,6144,train
355000.00,3,1.75,1730,7416,1.5,0,0,3,7,1730,0,1954,0,98133,1390,6490,train
369000.00,4,2.5,2550,7349,2,0,0,3,9,2550,0,1989,0,98023,2400,8508,train
397500.00,3,2,1510,6710,1,0,0,3,7,1070,440,1972,0,98034,1660,6600,train
875000.00,3,2,2220,6641,1,0,2,4,7,1220,1000,1947,0,98199,1800,5900,train
340000.00,2,1,860,7102,1,0,0,3,6,860,0,1947,0,98177,1450,7102,train
350000.00,3,2,1440,5469,1,0,0,3,8,1440,0,1988,0,98029,1980,6198,train
165000.00,3,1.5,1280,7742,1,0,0,3,7,1280,0,1973,0,98001,1566,7696,train
785000.00,4,2.5,3440,56192,2,0,0,3,9,3440,0,1994,0,98053,3150,44431,train
734500.00,4,2.75,3280,6845,2,0,0,3,10,3280,0,2003,0,98052,3280,7467,train
121800.00,2,1,940,8384,1,0,0,3,5,940,0,1947,0,98146,1290,8384,train
809000.00,3,2.5,2590,7720,2,0,0,3,9,2590,0,1988,0,98007,2600,9490,train
230000.00,6,3,2180,7220,2,0,0,3,7,2180,0,1980,0,98003,2260,7344,train
548000.00,4,3.25,3420,5012,2,0,0,3,10,2330,1090,2008,0,98019,2320,5465,train
750000.00,5,3,2230,8560,1,0,0,3,8,1150,1080,1960,2014,98008,2040,8560,train
425000.00,4,2.5,2390,5021,2,0,0,3,7,2390,0,2002,0,98065,2520,5333,train
229900.00,3,1,1010,8848,1,0,0,4,7,1010,0,1968,0,98003,1380,10650,train
518000.00,4,2.75,2440,12051,1,0,0,5,8,1440,1000,1966,0,98133,2030,8006,train
295000.00,4,3,2120,7650,2,0,0,3,8,2120,0,1964,0,98007,2260,7885,train
868000.00,4,2.5,2020,4350,2,0,0,5,9,1730,290,1943,0,98199,1620,5800,train
364950.00,3,2.25,2520,6170,2,0,0,3,7,1850,670,2003,0,98038,2260,6967,train
560000.00,4,2.75,2930,22000,1,0,3,4,9,1580,1350,1978,0,98023,2930,9758,train
268643.00,4,2.25,1810,9240,2,0,0,3,7,1810,0,1961,0,98055,1660,9240,train
420000.00,3,2.5,2720,8622,2,0,0,3,8,2720,0,2002,0,98059,1950,8603,train
245000.00,1,0.75,380,15000,1,0,0,3,5,380,0,1963,0,98168,1170,15000,train
445000.00,4,2,2630,9099,1.5,0,0,3,7,1830,800,1944,2009,98146,1430,6825,train
375000.00,3,1.75,960,8106,1,0,0,3,7,960,0,1962,0,98052,1650,8035,train
150000.00,3,1,1310,9612,1,0,0,3,7,960,350,1962,0,98001,1310,9812,train
415000.00,3,1.75,1480,2200,2,0,0,3,7,1480,0,1995,0,98103,1360,2190,train
420000.00,3,2.5,1509,1114,3,0,0,3,8,1509,0,2014,0,98133,1509,2431,train
1650000.00,5,4,3310,8400,2,0,0,3,10,3310,0,2000,0,98033,3430,8400,train
975000.00,6,3,3420,22421,1,0,0,5,9,2270,1150,1948,0,98006,2430,15560,train
850000.00,5,4,2980,4500,1.5,0,0,3,7,2070,910,1921,0,98115,1560,4225,train
464900.00,4,2.25,2020,8424,1,0,0,4,7,1380,640,1979,0,98034,2030,7236,train
546800.00,4,1.5,1520,5910,1,0,0,3,7,1020,500,1946,0,98115,1710,5910,train
413450.00,3,2.5,1540,1614,3,0,0,3,8,1470,70,2008,0,98103,1540,1418,train
799990.00,4,2.75,3110,6050,2,0,0,3,9,3110,0,2014,0,98052,3590,6054,train
536500.00,4,1.75,2000,4000,1.5,0,0,5,7,1450,550,1926,0,98126,1430,4000,train
495000.00,3,2.5,1780,47480,2,0,0,3,7,1780,0,1995,0,98045,1890,51836,train
390000.00,3,3.25,1370,913,2,0,0,3,8,1100,270,2006,0,98116,1370,915,train
375000.00,3,1.75,1260,11224,1,0,0,5,7,1260,0,1947,0,98155,1570,11052,train
410000.00,5,2.75,2910,5802,2,0,0,3,7,2910,0,2006,0,98038,2910,5000,train
410000.00,3,2.25,2200,16921,2,0,0,3,8,2200,0,1987,0,98038,2060,16921,train
551000.00,3,2.5,2010,17362,2,0,0,3,8,2010,0,1994,0,98033,1920,7200,train
403250.00,2,1.5,1430,8137,1,0,0,3,7,1130,300,1934,0,98125,1430,8137,train
234000.00,4,2,1710,7455,1,0,0,3,7,1030,680,1975,0,98031,1710,7350,train
320000.00,4,2.5,2070,7007,2,0,0,3,7,2070,0,1996,0,98031,2130,8100,train
825000.00,4,2.75,2220,11925,1,0,0,3,7,1560,660,1953,1985,98004,2500,11377,train
375000.00,4,1.75,2200,7475,1,0,0,5,7,1100,1100,1955,0,98118,1600,5766,train
270000.00,5,1.5,1930,7480,2,0,0,3,7,1930,0,1966,0,98058,1480,7705,train
648475.00,4,2.75,2250,5700,1,0,0,3,8,1200,1050,1951,0,98109,1720,3850,train
340000.00,3,2.25,2580,7434,1,0,0,3,7,1630,950,1963,0,98133,1920,7737,train
274950.00,3,2.5,1608,4000,2,0,0,3,8,1608,0,2014,0,98092,2009,4983,train
345000.00,4,1,1980,7991,1.5,0,0,3,7,1980,0,1962,0,98058,1730,7700,train
390000.00,2,1,980,3800,1,0,0,3,7,980,0,1926,0,98103,1520,5010,train
446000.00,4,2,2280,43692,1,0,0,3,7,1140,1140,1957,1984,98038,2580,37938,train
299250.00,3,2.5,2530,8669,2,0,0,3,9,2530,0,1990,0,98023,2530,9469,train
530000.00,3,2.75,3400,7200,2,0,2,3,9,2470,930,2009,0,98056,1580,8676,train
261000.00,3,1.5,1810,29308,1,0,0,3,7,950,860,1983,0,98042,1790,37531,train
730000.00,4,2.75,3440,8150,2,0,0,3,10,3440,0,2014,0,98056,2560,8315,train
560000.00,2,2,1680,4647,1,0,0,3,8,1680,0,2008,0,98053,1680,4950,train
547500.00,3,3.25,1720,1977,2,0,0,3,8,1360,360,2007,0,98122,1720,3420,train
413000.00,3,1.75,2280,139392,1,0,0,3,8,2280,0,1977,0,98092,2280,117176,train
368000.00,3,1.5,1560,7884,1,0,0,3,7,1060,500,1969,0,98125,1820,9000,train
795000.00,3,1.75,1930,9600,1,0,0,3,8,1930,0,1958,0,98040,2350,9840,train
843500.00,3,2.5,3560,11448,2,0,0,3,11,3560,0,1997,0,98052,3290,11506,train
266000.00,3,2.5,1805,3402,2,0,0,3,7,1805,0,2009,0,98002,2095,3402,train
325000.00,3,1.75,2180,10230,1,0,0,4,7,1090,1090,1961,0,98118,2130,7200,train
345000.00,4,2.5,2390,6976,2,0,0,3,7,2390,0,2003,0,98056,2390,6346,train
455000.00,4,2.5,2950,4502,2,0,0,3,7,2950,0,2005,0,98059,2360,4502,train
615000.00,3,2,1860,42800,1,0,0,4,7,930,930,1983,0,98075,1980,11250,train
800000.00,4,3.75,3370,6766,2,0,0,3,9,3370,0,2005,0,98052,3530,6766,train
385000.00,4,3.25,1790,2460,2,0,0,4,7,1100,690,2000,0,98106,1260,4040,train
597400.00,4,2.5,2420,4500,2,0,0,3,7,2420,0,2001,0,98053,2280,4500,train
517500.00,3,2.5,1810,4332,2,0,0,3,8,1810,0,1992,0,98029,1740,4332,train
243500.00,3,3,2110,7794,1,0,0,3,6,2110,0,1981,0,98198,1330,10044,train
539500.00,4,2.25,2280,8550,1,0,0,3,8,1660,620,1977,0,98034,2590,9500,train
435000.00,4,2,2630,9663,1,0,1,4,8,1330,1300,1956,0,98056,1900,8894,train
525000.00,3,2.25,1290,1182,2,0,0,3,8,1000,290,2006,0,98102,1300,1169,train
270000.00,2,1.5,840,867,2,0,0,3,7,840,0,2005,0,98115,840,1322,train
1157200.00,4,4.25,5860,52889,2,0,0,4,10,4910,950,1996,0,98072,3320,39066,train
1910000.00,4,3,4460,6833,2,0,0,3,10,3140,1320,1955,2007,98112,3130,7450,train
525000.00,3,1,2000,22500,1,0,0,3,7,1680,320,1939,0,98125,2000,10000,train
665000.00,4,3,2160,4400,1,0,0,5,7,1320,840,1921,0,98122,1430,4400,train
309000.00,3,2.5,1450,11480,2,0,0,3,7,1450,0,1990,0,98014,2080,87991,train
299880.00,3,2.5,1460,3044,2,0,0,3,7,1460,0,2000,0,98108,1490,3044,train
590000.00,4,2.5,2340,8971,2,0,0,3,9,2340,0,1987,0,98029,2510,9219,train
359000.00,4,1,2180,10617,1.5,0,0,3,7,2180,0,1950,0,98155,1360,9519,train
735000.00,4,3,2370,3672,1.5,0,0,5,7,1650,720,1916,0,98115,2140,4182,train
839950.00,4,2.75,3010,7200,2,0,0,3,9,3010,0,2014,0,98033,3010,7203,train
362000.00,3,1.75,1120,9730,1,0,0,3,7,1120,0,1944,1989,98011,2530,8717,train
386000.00,3,1.5,1270,1318,2,0,0,3,7,1080,190,2004,0,98199,1360,1488,train
305000.00,4,2.5,2430,5959,2,0,0,3,8,2430,0,2002,0,98092,2100,5414,train
235000.00,2,1,1010,7500,1,0,0,3,7,1010,0,1941,0,98108,1220,6000,train
197500.00,3,1,1330,5412,2,0,0,5,7,1330,0,1905,0,98022,1710,10825,train
300000.00,4,2.5,1914,3272,2,0,0,3,8,1914,0,2009,0,98055,1714,3250,train
237950.00,3,1.75,1310,7314,1,0,0,5,6,1310,0,1960,0,98002,1010,7314,train
795127.00,4,3.25,4360,91158,1,0,0,3,10,3360,1000,1993,0,98053,3540,90940,train
587750.00,2,1,890,4730,1,0,0,3,7,890,0,1941,0,98103,1330,5904,train
1398000.00,5,2.25,2640,14959,1,0,0,4,7,1770,870,1929,0,98039,3240,17904,train
280000.00,3,1.75,1590,7280,1,0,0,3,7,1140,450,1974,0,98058,1590,9634,train
325000.00,1,0.75,410,8636,1,0,0,2,4,410,0,1953,0,98146,1190,8636,train
1080000.00,3,2.75,3890,7216,2,0,1,3,8,3260,630,1967,2010,98118,2490,9920,train
650000.00,3,1.75,2330,7200,1,0,0,4,8,1320,1010,1950,0,98118,1820,7200,train
272000.00,4,2,1780,19843,1,0,0,3,7,1780,0,1963,0,98058,2210,13500,train
1799000.00,4,3.5,3930,39098,2,0,0,3,12,3930,0,1999,0,98005,4250,38682,train
254000.00,3,1,1270,16800,1,0,0,4,7,1270,0,1957,0,98188,1700,10200,train
750000.00,3,2,1840,2825,1,0,0,3,7,1040,800,1920,0,98112,1820,3750,train
410000.00,3,2.5,2350,4456,2,0,0,3,7,2350,0,2004,0,98065,2350,4456,train
605000.00,4,2.25,2510,31584,2,0,0,4,9,2510,0,1979,0,98074,2510,39221,train
565000.00,3,2.25,1700,8800,1,0,0,5,7,850,850,1969,0,98033,2180,8960,train
681000.00,3,1.75,1880,10032,1,0,0,4,8,1880,0,1984,0,98006,2430,9732,train
760000.00,4,2.5,3600,155509,2,0,0,3,9,3600,0,2004,0,98010,3410,34412,train
378500.00,4,1.75,1700,8640,1,0,0,3,7,850,850,1955,0,98006,1620,9000,train
491950.00,3,2.25,2090,10733,1,0,0,3,7,1440,650,1958,0,98115,1740,8100,train
598555.00,3,2.5,3040,7880,2,0,0,3,9,3040,0,2004,0,98056,3040,7880,train
370000.00,3,1.75,1150,6600,1.5,0,0,4,6,1150,0,1970,0,98033,1530,6600,train
525000.00,2,1,1360,6120,1,0,0,3,7,1060,300,1947,0,98115,1800,5100,train
339000.00,4,2.5,1740,6000,1,0,0,4,7,1740,0,1952,0,98178,1190,6000,train
700000.00,3,2.5,2230,4006,2,0,0,3,8,2230,0,2014,0,98133,2230,4180,train
355000.00,5,2.5,2344,8000,1,0,0,4,8,1560,784,1976,0,98023,2344,8000,train
499990.00,4,2.75,2620,7001,2,0,0,3,8,2620,0,2012,0,98045,2620,6543,train
441000.00,2,1,1290,1289,2,0,0,3,7,1030,260,2005,0,98144,1290,1332,train
504500.00,3,2.5,1820,1545,3,0,2,3,8,1640,180,1998,0,98103,1440,1290,train
322000.00,3,1,1380,5864,1,0,0,3,7,790,590,1944,0,98133,1509,5864,train
599950.00,3,2.5,1970,106722,1,0,4,3,9,1970,0,1985,0,98022,2910,101494,train
650000.00,4,3,2900,15535,1,0,2,4,7,1870,1030,1961,0,98008,2330,10217,train
240000.00,4,1.75,2020,10332,1,0,0,3,7,1010,1010,1954,0,98168,2240,8379,train
575000.00,4,2,1810,4400,2,0,0,3,8,1700,110,1909,0,98122,1470,4400,train
410000.00,3,2.25,1420,3750,2,0,0,3,7,1420,0,1987,0,98116,1430,4664,train
299500.00,3,1,1380,10875,1,0,0,3,7,1380,0,1977,0,98045,1040,10875,train
999000.00,3,2.5,2710,23292,1,0,4,3,9,2080,630,1956,0,98177,2430,20000,train
499000.00,3,2.5,1460,1614,2,0,0,3,8,1180,280,2007,0,98117,1380,1402,train
259000.00,3,2.5,2153,4400,2,0,0,3,8,2153,0,2007,0,98001,2434,4400,train
650000.00,3,2,1340,2720,1.5,0,0,3,7,1340,0,1913,0,98103,2030,4590,train
312000.00,3,2.5,1750,4076,2,0,0,3,7,1750,0,2013,0,98038,1810,4090,train
285000.00,4,2.25,2150,8250,1,0,0,4,7,1240,910,1978,0,98023,2050,7875,train
235000.00,3,1,1170,11100,1,0,0,4,6,1170,0,1968,0,98059,2080,8481,train
561750.00,5,1.75,2040,8996,1,0,2,4,7,1020,1020,1962,0,98008,1950,8270,train
443000.00,3,2.5,1780,2778,2,0,0,3,8,1530,250,2007,0,98126,1380,1998,train
310000.00,3,1,1990,7173,1,0,0,3,7,1990,0,1972,0,98034,1320,7245,train
510000.00,3,2.25,1420,1309,3,0,0,3,8,1420,0,2006,0,98103,1500,1282,train
1430000.00,3,2,1890,12017,1,0,2,3,8,1890,0,1949,0,98004,2000,12210,train
765000.00,3,1.75,2120,5000,2,0,0,3,7,1980,140,1920,2010,98103,2020,5000,train
823000.00,5,1.75,2640,7722,1.5,0,0,4,7,1650,990,1915,0,98117,1750,4000,train
234000.00,3,1.75,1480,8475,1,0,0,4,7,1480,0,1968,0,98023,1800,8800,train
1200000.00,3,1.75,1560,8078,1.5,1,4,4,6,1560,0,1928,0,98040,2890,16710,train
590000.00,4,3.5,3450,6873,2,0,0,3,10,2750,700,2004,0,98058,3450,6873,train
425000.00,3,2,1540,8011,1,0,0,3,7,1540,0,1988,0,98011,1630,7141,train
173000.00,2,1,820,10450,1,0,0,4,7,820,0,1965,0,98055,1240,11200,test
459900.00,3,1.75,2580,11000,1,0,0,4,7,1290,1290,1951,0,98006,2280,17643,test
357950.00,2,1,810,3880,1,0,0,3,7,810,0,1952,0,98107,900,4365,test
355000.00,3,1.5,1370,4790,2,0,0,4,7,1370,0,1982,0,98034,1370,3799,test
665000.00,4,2.5,2800,5900,1,0,0,3,8,1660,1140,1963,0,98115,2580,5900,test
329950.00,3,1.75,2080,5969,1,0,2,3,7,1080,1000,1971,0,98108,2090,5500,test
445000.00,3,2.5,2230,7934,2,0,0,3,7,2230,0,2005,0,98065,2310,4818,test
500000.00,4,2.25,1960,12436,2,0,0,3,8,1960,0,1984,0,98074,1960,12436,test
305000.00,3,1,1160,9750,1,0,0,3,7,1160,0,1967,0,98077,1160,9650,test
263500.00,4,1.75,2210,6375,1,0,0,3,8,1640,570,1977,0,98003,2070,7210,test
909000.00,4,2.5,3680,11648,2,0,0,3,10,3680,0,1986,0,98006,2830,11251,test
295000.00,2,1.75,1050,6500,1.5,0,2,4,6,1050,0,1925,0,98055,1320,10075,test
380000.00,5,3,3450,9914,2,0,0,3,9,3450,0,2004,0,98023,2860,9721,test
1250000.00,4,3.25,3160,5000,2,0,0,5,9,2360,800,1965,0,98105,2220,4000,test
685000.00,3,1.75,2720,4720,1.5,0,0,4,7,1580,1140,1925,0,98105,1660,4640,test
511000.00,3,2.5,1820,4883,2,0,0,3,9,1820,0,2005,0,98028,2720,5002,test
390000.00,2,1,1140,8147,1,0,0,3,7,1140,0,1958,0,98125,1260,8148,test
260000.00,4,2.5,1960,5238,2,0,0,3,7,1960,0,2003,0,98038,1800,5894,test
335000.00,4,2.25,2100,7305,1,0,0,4,7,1050,1050,1963,0,98188,1760,7308,test
1680000.00,4,4.25,5584,68257,2,0,0,3,11,5584,0,1998,0,98014,5030,101901,test
235000.00,2,1,1210,9400,1,0,0,2,6,1210,0,1949,0,98106,1580,6026,test
575000.00,5,2.5,3070,7200,2,0,0,3,8,3070,0,2005,0,98059,2590,7200,test
467000.00,3,1,1660,6582,1,0,0,5,7,1000,660,1946,0,98133,1110,6584,test
860000.00,4,2.5,3070,6923,2,0,0,3,9,3070,0,2009,0,98033,2190,9218,test
425000.00,2,1,2110,4920,1.5,0,0,3,7,1460,650,1911,0,98103,1390,4732,test
350000.00,1,1,700,5100,1,0,0,3,7,700,0,1942,0,98115,1010,5100,test
605000.00,3,3,1760,2114,2,0,0,3,7,1400,360,2008,0,98107,1300,1500,test
1310000.00,2,2.25,3950,3938,2,0,4,3,10,2910,1040,1991,0,98116,3220,4500,test
359950.00,3,1,1290,189486,1,0,0,4,7,1290,0,1960,0,98092,2370,98881,test
547000.00,4,1,1720,2800,1.5,0,0,4,7,1200,520,1926,0,98115,1530,3500,test
563750.00,4,2.75,2690,25000,1,0,0,3,8,1750,940,1978,0,98029,2640,28250,test
195000.00,4,1.5,2170,9948,2,0,0,3,7,2170,0,1952,0,98148,1500,9750,test
468000.00,2,1.75,1510,4500,1,0,0,3,8,1510,0,1978,0,98052,1740,6000,test
745000.00,4,2.5,3170,5100,2,0,0,3,9,3170,0,2012,0,98056,1580,5100,test
800000.00,5,2.5,3410,4726,2,0,0,3,9,3410,0,2007,0,98006,2810,5129,test
539000.00,4,2.5,2340,19850,2,0,0,3,9,2340,0,1993,0,98155,1930,15439,test
260000.00,4,2.5,1790,4358,2,0,0,3,7,1790,0,1993,0,98031,1790,4305,test
355000.00,0,0,2460,8049,2,0,0,3,8,2460,0,1990,0,98031,2520,8050,test
420000.00,1,2,1070,675,2,0,0,3,8,880,190,2007,0,98118,1220,788,test
365000.00,4,1,1520,80150,1,0,0,2,5,1520,0,1948,0,98045,1740,84506,test
400000.00,3,2.5,2180,7508,1,0,0,4,7,1420,760,1962,0,98133,1900,7818,test
350000.00,4,2.5,2800,9538,2,0,0,3,8,2800,0,1993,0,98003,1970,7750,test
571000.00,3,2.5,2600,7465,2,0,0,3,9,2600,0,1988,0,98011,2660,7683,test
356000.00,3,3.5,2100,12384,2,0,0,3,9,2100,0,1980,0,98188,2400,7776,test
344500.00,4,2.75,1800,5453,1,0,0,3,7,1050,750,2002,0,98055,1820,6900,test
209000.00,3,1,920,5200,1,0,0,4,6,920,0,1969,0,98042,920,4875,test
675000.00,4,2.5,2390,5249,2,0,0,3,9,2390,0,2006,0,98074,2600,5342,test
390000.00,3,1,1040,8075,1,0,0,4,7,1040,0,1961,0,98033,1450,8075,test
297500.00,4,2.5,1910,5000,2,0,0,3,7,1910,0,2005,0,98038,2020,5000,test
885000.00,4,2.25,4470,86225,2,0,0,3,10,4470,0,1991,0,98053,3850,97049,test
970000.00,5,3,3480,15185,2,0,0,4,8,3480,0,1964,0,98040,3030,14257,test
465000.00,4,2.5,2090,9702,1,0,0,5,7,1320,770,1965,0,98133,1850,7200,test
585000.00,4,2.5,2330,45860,2,0,0,3,9,2330,0,1989,0,98075,2930,5020,test
900000.00,6,3.75,4210,6105,2,0,0,3,9,3280,930,2008,0,98059,3820,6368,test
358000.00,3,2.25,2510,12013,2,0,0,3,8,2510,0,1988,0,98003,1870,8017,test
700000.00,4,2.5,2590,4498,2,0,0,3,9,2590,0,2004,0,98052,2660,5238,test
480000.00,3,1.75,1600,8400,1,0,0,5,8,1600,0,1963,0,98006,2210,8400,test
380000.00,4,2.5,2500,11070,1,0,2,4,8,1300,1200,1964,0,98003,2500,11070,test
420000.00,3,1.5,1050,6615,1,0,0,4,6,800,250,1950,0,98199,1530,5250,test
184900.00,2,1,1230,5000,1,0,0,5,6,1230,0,1911,0,98022,1230,5413,test
725000.00,4,3.25,2610,2552,2,0,0,3,10,2160,450,2008,0,98027,2610,2664,test
465000.00,4,1.75,1730,11700,1,0,0,3,7,880,850,1956,0,98008,1570,7820,test
345000.00,4,2.5,2040,5523,2,0,0,3,7,2040,0,1999,0,98148,1720,6646,test
1050000.00,4,4.5,3180,4606,2,0,3,4,9,1990,1190,1929,0,98199,2110,5323,test
133400.00,3,1,900,2550,1,0,0,4,6,900,0,1978,0,98023,1120,2550,test
415000.00,2,1.75,1340,4664,1,0,0,3,8,1340,0,2004,0,98053,1350,4236,test
267300.00,3,1.75,1890,93218,1,0,0,4,7,1890,0,1964,0,98092,1690,172062,test
957000.00,5,3.25,3160,5000,2,0,2,3,10,2180,980,2005,0,98199,3160,5746,test
2600000.00,4,4.5,5270,12195,2,1,4,3,11,3400,1870,1979,0,98027,3390,9905,test
650000.00,4,1.75,1900,10454,1,0,0,4,7,1180,720,1954,0,98004,2060,11325,test
800000.00,4,2.5,2990,16809,2,0,0,3,11,2990,0,1990,0,98077,3340,18752,test
369950.00,3,2.5,1360,3718,2,0,0,3,7,1360,0,1987,0,98052,1090,3718,test
499950.00,3,2,1360,2500,1,0,0,3,7,730,630,1986,0,98107,1630,5000,test
317500.00,6,1.75,2540,8400,1,0,0,3,8,1340,1200,1977,0,98058,1900,7695,test
400000.00,3,2.5,2580,214315,1.5,0,0,3,8,2580,0,1946,1986,98053,2580,70131,test
