"","X","height","relation"
"1875",1875,70.65713,"son"
"1876",1876,69.7276,"son"
"1877",1877,70.45174,"son"
"1878",1878,70.52536,"son"
"1879",1879,70.45682,"son"
"1880",1880,70.52011,"son"
"1881",1881,70.25621,"son"
"1882",1882,70.32714,"son"
"1883",1883,71.39933,"son"
"1884",1884,71.03487,"son"
"1885",1885,71.61276,"son"
"1886",1886,70.90129,"son"
"1887",1887,71.36831,"son"
"1888",1888,71.46158,"son"
"1889",1889,71.22939,"son"
"1890",1890,71.59368,"son"
"1891",1891,71.6476,"son"
"1892",1892,71.33885,"son"
"1893",1893,71.13133,"son"
"1894",1894,71.52388,"son"
"1895",1895,70.95837,"son"
"1896",1896,71.48199,"son"
"1897",1897,70.85433,"son"
"1898",1898,71.41922,"son"
"1899",1899,71.30872,"son"
"1900",1900,71.22321,"son"
"1901",1901,71.4506,"son"
"1902",1902,70.76122,"son"
"1903",1903,72.65576,"son"
"1904",1904,71.96434,"son"
"1905",1905,72.3071,"son"
"1906",1906,72.2446,"son"
"1907",1907,72.38029,"son"
"1908",1908,72.04211,"son"
"1909",1909,71.77644,"son"
"1910",1910,72.54877,"son"
"1911",1911,72.57381,"son"
"1912",1912,71.90584,"son"
"1913",1913,72.62022,"son"
"1914",1914,72.4218,"son"
"1915",1915,73.13823,"son"
"1916",1916,73.60773,"son"
"1917",1917,73.2649,"son"
"1918",1918,73.0769,"son"
"1919",1919,73.69792,"son"
"1920",1920,73.60551,"son"
"1921",1921,72.87015,"son"
"1922",1922,73.90142,"son"
"1923",1923,74.32431,"son"
"1924",1924,73.87776,"son"
"1925",1925,74.20972,"son"
"1926",1926,74.47833,"son"
"1927",1927,75.07304,"son"
"1928",1928,76.3516,"son"
"1929",1929,78.36479,"son"
"1930",1930,61.22021,"son"
"1931",1931,72.63356,"son"
"1932",1932,64.94291,"son"
"1933",1933,73.02984,"son"
"1934",1934,71.81569,"son"
"1935",1935,65.29123,"son"
"1936",1936,60.90911,"son"
"1937",1937,72.131,"son"
"1938",1938,70.98853,"son"
"1939",1939,61.7019,"son"
"1940",1940,67.51436,"son"
"1941",1941,64.37789,"son"
"1942",1942,63.2825,"son"
"1943",1943,63.47892,"son"
"1944",1944,63.66235,"son"
"1945",1945,63.94637,"son"
"1946",1946,63.93831,"son"
"1947",1947,63.94722,"son"
"1948",1948,64.08187,"son"
"1949",1949,64.68702,"son"
"1950",1950,64.38337,"son"
"1951",1951,63.91132,"son"
"1952",1952,64.84282,"son"
"1953",1953,65.33216,"son"
"1954",1954,65.2375,"son"
"1955",1955,65.47348,"son"
"1956",1956,65.16309,"son"
"1957",1957,65.35727,"son"
"1958",1958,65.59545,"son"
"1959",1959,64.70258,"son"
"1960",1960,64.76966,"son"
"1961",1961,65.55892,"son"
"1962",1962,65.42338,"son"
"1963",1963,66.54624,"son"
"1964",1964,65.70133,"son"
"1965",1965,66.12315,"son"
"1966",1966,66.2678,"son"
"1967",1967,66.55539,"son"
"1968",1968,66.42398,"son"
"1969",1969,66.50633,"son"
"1970",1970,66.27712,"son"
"1971",1971,66.42142,"son"
"1972",1972,66.25827,"son"
"1973",1973,66.1285,"son"
"1974",1974,66.53558,"son"
"1975",1975,66.32575,"son"
"1976",1976,66.11991,"son"
"1977",1977,65.87925,"son"
"1978",1978,65.70978,"son"
"1979",1979,66.10198,"son"
"1980",1980,67.57237,"son"
"1981",1981,67.4361,"son"
"1982",1982,67.00761,"son"
"1983",1983,67.21048,"son"
"1984",1984,67.1921,"son"
"1985",1985,67.39528,"son"
"1986",1986,67.44979,"son"
"1987",1987,68.18883,"son"
"1988",1988,62.74094,"son"
"1989",1989,66.34954,"son"
"1990",1990,65.69966,"son"
"1991",1991,68.36264,"son"
"1992",1992,67.52548,"son"
"1993",1993,67.24632,"son"
"1994",1994,67.21519,"son"
"1995",1995,67.45383,"son"
"1996",1996,66.93472,"son"
"1997",1997,67.6832,"son"
"1998",1998,66.97218,"son"
"1999",1999,66.73049,"son"
"2000",2000,66.75153,"son"
"2001",2001,67.4346,"son"
"2002",2002,66.92896,"son"
"2003",2003,67.49282,"son"
"2004",2004,66.93944,"son"
"2005",2005,67.03135,"son"
"2006",2006,66.91542,"son"
"2007",2007,66.97758,"son"
"2008",2008,67.14932,"son"
"2009",2009,67.53093,"son"
"2010",2010,67.52202,"son"
"2011",2011,67.27928,"son"
"2012",2012,67.56893,"son"
"2013",2013,67.75773,"son"
"2014",2014,68.10565,"son"
"2015",2015,68.49664,"son"
"2016",2016,68.5851,"son"
"2017",2017,67.85579,"son"
"2018",2018,68.60796,"son"
"2019",2019,68.19156,"son"
"2020",2020,68.25828,"son"
"2021",2021,68.15401,"son"
"2022",2022,68.18623,"son"
"2023",2023,68.16064,"son"
"2024",2024,68.6097,"son"
"2025",2025,68.34391,"son"
"2026",2026,68.65678,"son"
"2027",2027,68.51914,"son"
"2028",2028,67.72093,"son"
"2029",2029,67.96986,"son"
"2030",2030,67.75073,"son"
"2031",2031,68.09745,"son"
"2032",2032,68.64602,"son"
"2033",2033,68.2318,"son"
"2034",2034,68.18244,"son"
"2035",2035,68.15011,"son"
"2036",2036,68.13611,"son"
"2037",2037,68.10048,"son"
"2038",2038,68.53037,"son"
"2039",2039,68.37728,"son"
"2040",2040,68.17652,"son"
"2041",2041,67.7452,"son"
"2042",2042,67.93037,"son"
"2043",2043,68.25872,"son"
"2044",2044,68.33639,"son"
"2045",2045,68.27405,"son"
"2046",2046,69.5816,"son"
"2047",2047,68.70027,"son"
"2048",2048,68.93075,"son"
"2049",2049,68.78663,"son"
"2050",2050,69.0649,"son"
"2051",2051,68.99285,"son"
"2052",2052,68.99516,"son"
"2053",2053,68.73929,"son"
"2054",2054,69.47357,"son"
"2055",2055,69.08392,"son"
"2056",2056,69.07281,"son"
"2057",2057,69.62286,"son"
"2058",2058,69.35683,"son"
"2059",2059,69.16149,"son"
"2060",2060,68.81413,"son"
"2061",2061,68.9529,"son"
"2062",2062,69.47561,"son"
"2063",2063,69.5506,"son"
"2064",2064,69.38889,"son"
"2065",2065,69.57241,"son"
"2066",2066,69.37092,"son"
"2067",2067,68.92229,"son"
"2068",2068,68.71081,"son"
"2069",2069,69.2671,"son"
"2070",2070,68.74473,"son"
"2071",2071,68.81509,"son"
"2072",2072,69.47472,"son"
"2073",2073,69.69307,"son"
"2074",2074,69.65334,"son"
"2075",2075,70.46902,"son"
"2076",2076,70.00607,"son"
"2077",2077,70.61711,"son"
"2078",2078,70.51318,"son"
"2079",2079,69.97204,"son"
"2080",2080,69.92313,"son"
"2081",2081,70.46938,"son"
"2082",2082,69.91923,"son"
"2083",2083,69.71908,"son"
"2084",2084,70.61155,"son"
"2085",2085,70.20868,"son"
"2086",2086,70.27586,"son"
"2087",2087,70.18348,"son"
"2088",2088,70.5115,"son"
"2089",2089,70.50015,"son"
"2090",2090,70.24017,"son"
"2091",2091,70.001,"son"
"2092",2092,70.21726,"son"
"2093",2093,70.20554,"son"
"2094",2094,69.97788,"son"
"2095",2095,70.36632,"son"
"2096",2096,70.38931,"son"
"2097",2097,70.18593,"son"
"2098",2098,70.23168,"son"
"2099",2099,70.74197,"son"
"2100",2100,71.47899,"son"
"2101",2101,71.41695,"son"
"2102",2102,71.20207,"son"
"2103",2103,70.87987,"son"
"2104",2104,71.26557,"son"
"2105",2105,71.41653,"son"
"2106",2106,71.24074,"son"
"2107",2107,71.15528,"son"
"2108",2108,71.20588,"son"
"2109",2109,70.98515,"son"
"2110",2110,71.35642,"son"
"2111",2111,71.21331,"son"
"2112",2112,71.59639,"son"
"2113",2113,71.25854,"son"
"2114",2114,71.53325,"son"
"2115",2115,70.92787,"son"
"2116",2116,71.54787,"son"
"2117",2117,71.07293,"son"
"2118",2118,70.86163,"son"
"2119",2119,72.67319,"son"
"2120",2120,71.77245,"son"
"2121",2121,72.64278,"son"
"2122",2122,72.48159,"son"
"2123",2123,71.9078,"son"
"2124",2124,72.18324,"son"
"2125",2125,72.55104,"son"
"2126",2126,72.33861,"son"
"2127",2127,72.07098,"son"
"2128",2128,72.30647,"son"
"2129",2129,72.05185,"son"
"2130",2130,72.75204,"son"
"2131",2131,72.79178,"son"
"2132",2132,73.50606,"son"
"2133",2133,73.68578,"son"
"2134",2134,72.79593,"son"
"2135",2135,73.41049,"son"
"2136",2136,73.02077,"son"
"2137",2137,73.20758,"son"
"2138",2138,74.49237,"son"
"2139",2139,73.81263,"son"
"2140",2140,73.81376,"son"
"2141",2141,73.82642,"son"
"2142",2142,73.81739,"son"
"2143",2143,75.57544,"son"
"2144",2144,77.23474,"son"
"2145",2145,60.05859,"son"
"2146",2146,76.81927,"son"
"2147",2147,66.72684,"son"
"2148",2148,58.79456,"son"
"2149",2149,67.89277,"son"
"2150",2150,61.04946,"son"
"2151",2151,59.81693,"son"
"2152",2152,70.75232,"son"
"2153",2153,68.26774,"son"
"2154",2154,69.30589,"son"
"2155",2155,69.30199,"son"
"2156",2156,67.015,"son"
