"","id","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","sqft_living15","sqft_lot15","split"
"554",554,1180000,5,2.25,3270,16553,2,0,2,5,9,2470,800,1968,0,3690,17916,"train"
"555",555,539000,3,1.75,1380,3225,1,0,0,4,7,940,440,1915,0,1250,3750,"train"
"556",556,225000,3,1.75,1550,9060,2,0,0,3,7,1550,0,1948,1979,1080,7620,"train"
"557",557,420000,3,1.5,1540,7506,1,0,0,5,7,1540,0,1961,0,2180,7653,"train"
"558",558,939000,3,3.5,2450,9248,2,0,4,3,8,1960,490,1933,1993,2620,10207,"train"
"559",559,734000,4,2.75,3090,7650,2,0,2,3,8,2340,750,1959,1989,2760,10370,"train"
"560",560,510000,2,1,1270,4500,1.5,0,0,4,7,1270,0,1919,0,2140,4550,"train"
"561",561,460000,3,2.5,1690,5131,1,0,0,3,7,1690,0,1941,1998,860,5137,"train"
"562",562,885000,2,2,1313,3600,1,0,0,3,8,1313,0,1904,2012,1080,3600,"train"
"563",563,1335000,4,1.75,2300,13342,1.5,1,4,3,7,2300,0,1934,1958,2500,13342,"train"
"564",564,354000,6,3.5,3020,4500,2,0,0,3,7,3020,0,1941,1992,900,6000,"train"
"565",565,705000,5,3.5,3250,4800,2,0,0,3,9,2410,840,2010,0,1330,4920,"train"
"566",566,465000,2,2,1494,19271,2,1,4,3,7,1494,0,1943,1997,1494,43583,"train"
"567",567,750000,4,1.75,2100,3400,1,0,0,5,7,1100,1000,1915,0,1890,3771,"train"
"568",568,545000,5,2.5,2730,17240,1,0,0,5,7,1660,1070,1958,0,2250,13200,"train"
"569",569,895000,4,2.75,2640,4000,2,0,0,5,8,1730,910,1925,0,1530,3740,"train"
"570",570,462000,3,2.75,1890,2614,2,0,0,4,9,1890,0,1979,0,1800,2769,"train"
"571",571,925500,3,2.75,1970,5200,1.5,0,3,3,8,1970,0,1915,2002,2140,5200,"train"
"572",572,260000,3,1,1790,11884,1,0,0,3,7,1790,0,1951,0,1660,11513,"train"
"573",573,395000,4,1.75,1910,8117,1,0,0,3,7,1460,450,1975,0,1810,8100,"train"
"574",574,432100,3,2.25,1790,2240,2,0,0,4,8,1790,0,1975,0,1780,2560,"train"
"575",575,324950,4,1.75,2320,9240,1,0,0,3,7,1160,1160,1959,2014,2130,7320,"train"
"576",576,245000,3,2.25,1422,3677,2,0,0,3,7,1422,0,2012,0,1677,3677,"train"
"577",577,405000,3,1.75,1760,5355,1,0,0,3,7,1160,600,1956,0,1790,6225,"train"
"578",578,525000,5,2.75,2880,8364,2,0,0,3,9,2880,0,2006,0,3010,8296,"train"
"579",579,770000,4,3,2320,7200,1,0,0,3,7,1260,1060,1943,2000,1760,7200,"train"
"580",580,239900,3,2,1410,7566,1,0,0,3,7,1410,0,1985,0,1570,7210,"train"
"581",581,1900000,4,2.25,3020,11489,1.5,1,3,5,10,2110,910,1916,1988,3890,11489,"train"
"582",582,628000,3,2.25,1720,8521,1,0,0,4,7,1140,580,1984,0,1530,8692,"train"
"583",583,1881580,5,3.5,4410,13000,2,0,3,3,10,2920,1490,2014,0,5790,12969,"train"
"584",584,1038000,4,2.5,3770,10893,2,0,2,3,11,3770,0,1997,0,3710,9685,"train"
"585",585,435000,4,2.5,2940,7590,2,0,0,3,9,2940,0,1991,0,2550,8360,"train"
"586",586,749950,4,2.75,2910,18700,1,0,0,3,9,2210,700,1957,1995,2420,26140,"train"
"587",587,432250,3,2.25,1440,6232,2,0,0,3,7,1440,0,1985,0,1740,5999,"train"
"588",588,495000,4,2.25,2350,10072,2,0,0,3,8,2350,0,1980,0,2210,9687,"train"
"589",589,625000,3,1.75,1660,4800,2,0,0,3,7,1660,0,1906,2014,1660,4800,"train"
"590",590,1430000,5,4.25,3350,3600,2,0,0,3,10,2260,1090,2014,0,1810,3600,"train"
"591",591,460000,2,1,880,3300,1,0,0,4,7,880,0,1909,0,1960,5500,"train"
"592",592,340000,3,1.75,1280,16200,1,0,0,3,8,1030,250,1976,0,1160,10565,"train"
"593",593,713500,3,2,1720,4200,2,0,0,3,8,1720,0,1908,1992,1720,4200,"train"
"594",594,649000,2,2.75,2090,23962,2,0,3,4,8,2090,0,1988,0,1820,32340,"train"
"595",595,735000,4,1.75,2380,5700,2,0,1,4,7,1820,560,1946,0,2190,5700,"train"
"596",596,299950,3,2.5,1870,7942,2,0,0,3,7,1870,0,1990,0,1870,7392,"train"
"597",597,298800,2,1,860,8189,1,0,0,3,6,860,0,1948,0,1180,8189,"train"
"598",598,285000,2,1,910,8155,1,0,0,4,6,910,0,1948,0,1240,8155,"train"
"599",599,471000,2,1,840,5100,1,0,0,4,7,840,0,1949,0,1550,5100,"train"
"600",600,343000,3,2.5,127,2509,2,0,0,1,122,1270,0,2004,0,1420,2206,"train"
"601",601,410000,4,1,1970,4740,1.5,0,0,3,7,1670,300,1904,2005,1510,4740,"train"
"602",602,515000,4,2.5,2280,14810,1,0,0,5,8,1500,780,1977,0,2690,12196,"train"
"603",603,337000,3,1,1070,6109,1,0,0,5,7,1070,0,1951,0,1170,7200,"train"
"604",604,617000,3,2.5,1880,5500,2,0,0,4,7,1880,0,1947,2007,1230,5500,"train"
"605",605,310000,2,1,870,5400,1,0,0,3,6,870,0,1950,2007,990,5200,"train"
"606",606,1030000,4,2.5,2750,4800,2,0,0,3,9,1960,790,1905,2005,2400,5300,"train"
"607",607,267000,3,1.5,1090,8160,1,0,0,3,7,1090,0,1967,2014,1260,7560,"train"
"608",608,700000,2,1,1300,12000,1,0,0,4,8,1300,0,1959,0,2420,15000,"train"
"609",609,1338750,3,2.75,2730,38869,1.5,1,4,3,9,1940,790,1963,2001,2630,28188,"train"
"610",610,295000,3,1.75,1500,15246,1,0,0,3,6,1500,0,1925,1998,1500,16988,"train"
"611",611,450000,4,2.75,2310,5650,1,0,2,3,8,1330,980,1952,2012,2300,5650,"train"
"612",612,505400,3,1.75,1640,3400,1,0,0,4,7,930,710,1926,0,1380,3750,"train"
"613",613,625000,4,2.5,1750,9000,1,0,0,3,8,1410,340,1977,2003,2120,9600,"train"
"614",614,443000,4,1.5,1860,12197,1,0,0,3,7,1860,0,1964,0,1510,11761,"train"
"615",615,299000,2,1.75,1250,34395,1,0,0,4,7,1250,0,1950,0,1910,26042,"train"
"616",616,650000,3,2.25,1790,9927,1,0,2,4,7,1240,550,1969,0,2610,10700,"train"
"617",617,361810,3,1.75,1240,7620,1,0,0,3,7,1240,0,1968,2014,1150,7620,"train"
"618",618,840000,4,2.75,3040,2800,2,0,0,3,9,2100,940,1906,2014,1260,2178,"train"
"619",619,428750,3,1,1620,30736,1.5,0,0,4,7,1620,0,1911,1977,2440,28826,"train"
"620",620,331500,4,1.75,1700,14756,1,0,0,3,7,850,850,1955,0,1680,10250,"train"
"621",621,399950,3,2.5,3087,5002,2,0,0,3,8,3087,0,2014,0,2927,5183,"train"
"622",622,475000,3,2.5,2130,8022,2,0,0,3,8,2130,0,1985,0,2130,7605,"train"
"623",623,370000,4,2.5,2650,5706,2,0,0,3,9,2650,0,2005,0,2760,5749,"train"
"624",624,748000,4,2.5,3170,4979,2,0,0,4,7,2570,600,1925,0,2060,5000,"train"
"625",625,346950,3,1.75,1830,10954,1,0,0,3,7,1830,0,1963,0,1850,8624,"train"
"626",626,168000,3,1,1150,8000,1.5,0,0,4,6,1150,0,1913,1957,1170,9600,"train"
"627",627,271000,4,1.5,1800,9576,1,0,0,4,7,1800,0,1977,0,1370,9576,"train"
"628",628,365000,2,1.5,790,1123,2,0,0,3,8,700,90,2003,0,1370,1281,"train"
"629",629,269950,3,1.5,1740,9547,1,0,0,4,7,1740,0,1962,0,1780,9936,"train"
"630",630,675000,3,3.5,2300,5611,1,0,0,3,8,2300,0,2004,0,2170,5926,"train"
"631",631,855000,4,3.25,2630,2550,2,0,0,3,10,2030,600,2006,0,1810,2600,"train"
"632",632,1540000,5,3.25,2920,6960,2,0,1,3,9,2120,800,1953,2008,2470,6735,"train"
"633",633,556000,4,2.5,2230,7200,1,0,0,4,7,1220,1010,1957,0,1920,7200,"train"
"634",634,755000,3,2.75,2870,6600,2,0,2,3,8,2870,0,1984,0,2570,7925,"train"
"635",635,166000,2,1,870,8487,1,0,0,4,6,870,0,1944,0,1350,6850,"train"
"636",636,502000,3,2,1300,14350,1,0,0,3,7,1300,0,1955,2013,1520,10670,"train"
"637",637,245000,2,1,1120,5650,1,0,1,3,6,720,400,1904,0,2160,6480,"train"
"638",638,235500,3,1.5,1380,7600,1,0,0,4,7,790,590,1971,0,1570,7904,"train"
"639",639,828950,4,3.5,3930,5680,2,0,1,3,9,2820,1110,2013,0,3700,5816,"train"
"640",640,210000,3,1,1520,8600,1,0,0,3,6,1040,480,1951,0,1320,8600,"train"
"641",641,550000,4,1.75,2410,8447,2,0,3,4,8,2060,350,1936,1980,2520,14789,"train"
"642",642,225000,3,1.5,1660,7221,1,0,0,3,7,980,680,1962,0,1770,8083,"train"
"643",643,330000,2,1,720,7250,1,0,0,3,5,720,0,1943,0,1760,7250,"train"
"644",644,385000,4,3,2253,7700,2,0,0,3,7,2253,0,1957,2014,1786,9052,"train"
"645",645,272500,3,2,1540,6250,1,0,0,3,7,1540,0,1998,0,2070,6250,"train"
"646",646,424000,3,1,1580,13912,1,0,0,4,8,1580,0,1955,0,2130,16420,"train"
"647",647,290000,3,1.75,1590,13500,1,0,0,4,7,1090,500,1980,0,1540,10375,"train"
"648",648,665000,3,2.5,2330,15536,1,0,2,3,10,2330,0,1996,0,3320,17461,"train"
"649",649,319000,4,1,1730,36356,1.5,0,0,4,6,1730,0,1954,0,1380,14060,"train"
"650",650,485000,4,2.75,1830,8384,1,0,0,3,7,1320,510,1979,0,2190,7695,"train"
"651",651,415000,2,1,1050,60113,1,0,0,4,7,1050,0,1943,0,1380,27442,"train"
"652",652,275000,3,1.75,1180,6260,1,0,0,4,8,1180,0,1993,0,1580,7272,"train"
"653",653,210000,3,1,1200,7500,1,0,0,3,6,1200,0,1905,1989,1010,7000,"train"
"654",654,1050000,4,2.75,2250,3433,1.5,0,0,3,8,1500,750,1927,2013,1970,3484,"train"
"655",655,174950,2,1,730,6000,1,0,0,3,6,730,0,1950,1985,1750,7200,"train"
"656",656,365000,4,1.75,3080,32997,1.5,0,0,4,7,3080,0,1950,1982,1980,5711,"train"
"657",657,925000,4,3.75,4420,9492,2,0,1,3,9,3420,1000,1962,2005,2880,9900,"train"
"658",658,1103990,4,3.5,2760,5040,2,0,2,3,9,2760,0,1955,2005,2370,5760,"train"
"659",659,350000,3,1,1010,9360,1,0,0,3,6,1010,0,1981,0,1470,9360,"train"
"660",660,440000,3,2.5,1040,1032,3,0,0,3,7,1040,0,2007,0,1290,1275,"train"
"661",661,245990,3,1,1040,8410,1,0,0,3,7,1040,0,1942,2014,1350,8410,"train"
"662",662,1102030,5,2.5,3890,27311,2,0,2,3,10,3890,0,1950,1990,3160,22641,"train"
"663",663,369500,3,1,1200,9194,1,0,0,4,7,1200,0,1952,0,1330,8650,"train"
"664",664,675000,2,1.75,2140,5000,1,0,0,3,7,1000,1140,1930,1991,2250,4000,"train"
"665",665,459000,3,1.75,1730,7807,1,0,0,3,7,1260,470,1976,0,1800,7650,"train"
"666",666,1920000,4,2.5,3070,34412,1,0,3,4,9,2070,1000,1950,0,3780,27940,"train"
"667",667,408000,5,3.25,2820,6589,1.5,0,0,3,7,2320,500,1906,2014,1560,5647,"train"
"668",668,649000,2,1.75,2260,280962,2,0,2,3,9,1890,370,2005,0,2860,219542,"train"
"669",669,315000,3,1,1070,9497,1,0,0,3,7,1070,0,1955,0,1710,9561,"train"
"670",670,500000,4,3,3720,15048,3,0,0,3,7,3720,0,1979,2014,2020,15180,"train"
"671",671,330000,4,2.5,2510,8580,2,0,0,4,8,2510,0,1991,2012,2290,7809,"train"
"672",672,1575000,4,3.25,3410,10125,2,0,0,3,10,3410,0,2007,0,2290,10125,"train"
"673",673,455000,4,2,2380,4500,1.5,0,0,3,6,1470,910,1926,2014,1300,4500,"train"
"674",674,590000,3,2,1410,6413,1,0,0,4,7,910,500,1947,0,1330,6050,"train"
"675",675,775000,3,3.5,2690,104544,2,0,0,3,8,2690,0,1948,1990,2300,81698,"train"
"676",676,260000,3,1.75,1460,10000,1,0,0,4,8,1460,0,1967,0,1930,14175,"train"
"677",677,232000,2,1,1240,12092,1,0,0,3,6,960,280,1922,1984,1820,7460,"train"
"678",678,400000,3,1,1240,4000,1.5,0,0,3,8,1240,0,1928,2000,1200,17707,"train"
"679",679,536751,3,1.75,1930,6360,1,0,0,3,9,1930,0,2013,0,2770,6373,"train"
"680",680,468000,4,2.5,2480,176418,1.5,0,3,5,8,2480,0,1927,0,1640,112384,"train"
"681",681,655000,2,1.75,1450,15798,2,1,4,3,7,1230,220,1915,1978,2030,13193,"train"
"682",682,284000,3,2.25,1580,7034,1,0,0,4,7,1180,400,1989,0,1470,7358,"train"
"683",683,420000,2,1.75,1200,3136,1,0,0,3,7,800,400,1904,2005,1330,3164,"train"
"684",684,208000,2,1,820,5700,1,0,0,5,5,820,0,1942,0,1000,5700,"train"
"685",685,519000,5,2.25,2570,13054,1,0,1,3,8,1470,1100,1950,1992,2570,19807,"train"
"686",686,549950,3,2.5,2380,2500,3,0,3,3,9,2380,0,1988,0,2270,5000,"train"
"687",687,579000,3,2.75,2660,223027,1,0,0,3,8,1330,1330,1962,2015,1560,222591,"train"
"688",688,1003000,5,2.5,3150,50094,2,0,0,4,9,3150,0,1969,0,3600,48787,"train"
"689",689,415000,4,2.5,2544,4071,2,0,0,3,9,2544,0,2013,0,2358,4179,"train"
"690",690,952990,4,2.75,3550,6558,2,0,0,3,9,3550,0,2013,0,3140,5617,"train"
"691",691,225000,3,2,1100,5200,1,0,0,3,6,1100,0,1969,2014,1050,5330,"train"
"692",692,1112500,6,4,3600,6224,2,0,0,3,9,2610,990,1945,2006,1430,6224,"train"
"693",693,419000,4,2.5,3190,4980,2,0,0,3,9,3190,0,2005,0,2830,6720,"train"
"694",694,750000,2,1,1620,6120,1,0,0,3,7,1620,0,1951,0,1650,4590,"train"
"695",695,925000,5,3,2710,4200,2,0,0,3,7,1890,820,1919,2014,2150,4200,"train"
"696",696,721000,4,2.75,2690,5400,2,0,0,3,7,2210,480,1940,2009,1620,5400,"train"
"697",697,219950,3,1.5,1070,6601,1,0,0,3,6,1070,0,1985,0,1030,6614,"train"
"698",698,1355000,3,2.5,3600,21399,1,0,3,3,9,2310,1290,1950,2007,2830,17559,"train"
"699",699,442000,4,1.5,1960,12688,1.5,0,0,4,7,1960,0,1962,0,2050,9375,"train"
"700",700,645000,3,1.75,184,4255,1,0,0,1,179,940,900,1907,2005,1600,4255,"train"
"701",701,395000,4,1.75,1960,7945,1,0,0,4,7,980,980,1946,0,1290,7945,"train"
"702",702,374950,4,2.5,2090,3777,2,0,0,3,8,2090,0,2012,0,2160,3993,"train"
"703",703,459950,3,1.75,1850,6869,1,0,2,5,6,1100,750,1919,1934,1850,10096,"train"
"704",704,610000,3,2.5,2260,33042,1,0,0,3,9,1660,600,1986,0,2600,40115,"train"
"705",705,465000,3,3,2290,15600,1,0,0,3,8,1420,870,1948,1990,1890,14143,"train"
"706",706,230000,3,1.75,1140,1165,2,0,0,3,8,1140,0,2014,0,1150,1552,"train"
"707",707,320000,3,2,1820,17600,1,0,0,5,7,1820,0,1972,0,2190,17440,"train"
"708",708,905000,4,2.25,2240,5000,2,0,0,3,8,1770,470,1900,2014,2120,5000,"train"
"709",709,249000,3,1.75,1520,7500,1,0,0,3,8,1520,0,1985,0,2180,7506,"train"
"710",710,462500,2,2,1690,4200,2,0,0,3,7,1690,0,1906,0,1540,4200,"train"
"711",711,459950,3,2.5,2340,4273,2,0,0,3,7,2340,0,2002,0,2400,4624,"train"
"712",712,585000,4,1.75,3140,12519,1,0,0,3,7,2320,820,1951,1983,2240,7308,"train"
"713",713,1400000,3,2.5,2550,7200,2,0,2,3,10,2550,0,1981,2013,2030,3500,"train"
"714",714,291000,3,2.25,1860,13939,1,0,0,4,7,1860,0,1961,0,1530,10018,"train"
"715",715,268000,4,3,1840,7510,2,0,0,5,8,1840,0,1988,2013,1650,7957,"train"
"716",716,447500,3,1.75,1950,6504,1,0,0,3,8,1530,420,1953,0,1660,6552,"train"
"717",717,725000,3,2.5,2620,28703,1,0,0,3,10,2620,0,1985,0,2950,30290,"train"
"718",718,203000,3,1.75,1190,6000,1,0,0,3,7,1190,0,1952,2015,1200,6000,"train"
"719",719,1610000,5,4.5,6085,142725,3,0,0,3,11,6085,0,2000,0,4830,128457,"train"
"720",720,481015,3,2.25,1550,5511,2,0,0,3,8,1550,0,1987,0,1620,5511,"train"
"721",721,1450000,3,4.5,3970,24920,2,0,2,3,10,3260,710,1977,1999,2610,13838,"train"
"722",722,290000,3,1,1010,10800,1,0,0,4,7,1010,0,1972,0,1370,9500,"train"
"723",723,410000,5,2.5,2670,184140,1,0,0,3,8,1410,1260,1980,0,1860,35719,"train"
"724",724,635000,3,1.75,1340,3900,2,0,0,5,7,1340,0,1900,0,1470,1611,"train"
"725",725,292600,3,1.5,1520,7123,1,0,0,4,7,1520,0,1959,0,1450,8023,"train"
"726",726,550000,3,1.75,2910,35200,1.5,0,0,3,8,2910,0,1979,0,2590,37500,"train"
"727",727,230000,3,1.75,1420,3000,1,0,0,3,5,710,710,1931,2014,1960,5000,"train"
"728",728,630000,4,2.5,2240,4025,1,0,2,3,7,1250,990,1926,2005,1380,3500,"train"
"729",729,585000,4,2.5,2330,45860,2,0,0,3,9,2330,0,1989,0,2930,5020,"train"
"730",730,400000,3,1.5,2390,32109,1,0,0,3,7,2390,0,1975,2007,1370,32109,"train"
"731",731,389000,6,4.5,3560,14010,2,0,0,3,7,3560,0,1989,0,1710,11116,"train"
"732",732,699000,3,2.5,2580,8154,1,0,0,3,10,2090,490,1956,1997,1660,8155,"train"
"733",733,780000,4,1,3390,4500,1.5,0,0,3,8,2190,1200,1924,2014,2030,4872,"train"
"734",734,649950,4,2.5,2350,63162,2,0,0,4,8,2350,0,1994,0,2370,63162,"train"
"735",735,1008000,3,2.5,2240,41339,1,0,0,4,9,2240,0,1945,1992,2900,45738,"train"
"736",736,390000,3,2.25,1650,6250,1.5,0,0,3,7,1650,0,1910,0,2060,6250,"train"
"737",737,835000,4,2.75,4030,10240,2,0,2,3,8,3310,720,1943,1994,2490,7680,"train"
"738",738,585000,5,2.75,2350,4178,1.5,0,0,3,8,1520,830,1922,2015,1920,4178,"train"
"739",739,431000,3,2.25,2360,14950,1,0,0,4,9,2360,0,1978,0,2720,14388,"train"
"740",740,561000,3,2.25,1710,4140,2,0,0,3,8,1710,0,2004,0,1730,3680,"train"
"741",741,565000,5,3.5,2700,11675,1.5,0,2,4,6,1950,750,1948,0,2160,8114,"train"
"742",742,605000,3,2,2060,4040,1,0,0,4,8,1120,940,1947,0,1500,4000,"train"
"743",743,308000,3,1,1010,8800,1,0,0,4,7,1010,0,1954,0,1400,4095,"train"
"744",744,863000,4,1.75,2800,5400,1,0,0,3,9,1400,1400,1924,2006,1490,5400,"train"
"745",745,900000,6,3,3020,13783,2,0,0,3,8,3020,0,1952,2002,1720,13500,"train"
"746",746,146300,3,1,1200,9668,1,0,0,5,6,1200,0,1975,0,1200,9800,"train"
"747",747,538000,2,1.75,1850,3060,1,0,0,3,7,1060,790,1929,1992,1850,4080,"train"
"748",748,675000,4,2.5,2040,9225,1,0,0,5,8,1610,430,1968,0,1730,9225,"train"
"749",749,517000,3,1.75,1740,10000,1,0,0,3,7,1740,0,1976,2009,1350,7500,"train"
"750",750,940000,4,2.75,2080,4000,1.5,0,0,3,8,2080,0,1912,2000,1730,5000,"train"
"751",751,499000,3,2.5,2090,8505,2,0,0,3,8,2090,0,1951,1977,1640,8100,"train"
"752",752,811000,2,2.5,2510,17986,2,0,0,3,9,2510,0,1943,2014,2440,8039,"train"
"753",753,415000,2,1,880,3200,1,0,0,3,7,880,0,1910,1970,1880,6000,"train"
"754",754,1650000,4,2.75,3190,14904,1,0,3,4,9,1940,1250,1949,1992,2600,11195,"train"
"755",755,455000,3,2.25,1790,7500,1,0,0,3,7,1390,400,1973,0,1940,7192,"train"
"756",756,499000,4,3.75,2560,5250,2,0,0,3,7,1900,660,1963,2006,1400,5250,"train"
"757",757,425000,3,2.75,2600,10874,2,0,0,3,9,2600,0,1994,0,2800,11504,"train"
"758",758,805000,5,2.5,4600,19831,1,0,3,3,9,2300,2300,1956,2015,2890,19831,"train"
"759",759,395000,4,2,2240,7085,1.5,0,0,3,7,2240,0,1944,1992,1440,7085,"train"
"760",760,320000,2,1,1380,5820,1,0,0,3,7,1380,0,1918,1976,1540,4076,"train"
"761",761,645000,3,1.75,2070,5500,1,0,0,4,7,1130,940,1946,0,1800,4400,"train"
"762",762,620000,4,2.5,1840,220308,2,0,0,3,8,1840,0,2000,0,1890,65340,"train"
"763",763,2500000,4,4,3330,24354,1,0,0,4,10,3330,0,1961,0,3880,25493,"train"
"764",764,745000,4,2,1960,4520,1,0,0,3,8,960,1000,1922,2001,1680,4520,"train"
"765",765,260000,4,2.5,1990,6671,2,0,0,3,7,1990,0,1989,0,1862,6566,"train"
"766",766,750000,2,2,2180,21392,2,0,0,3,8,2180,0,1934,1979,2890,22000,"train"
"767",767,832500,3,2,1870,9527,1,0,0,4,7,1870,0,1951,1997,1970,11904,"train"
"768",768,825000,4,3.5,3620,6499,2.5,0,0,3,9,3620,0,2003,2009,2330,7200,"train"
"769",769,250000,3,1.5,2390,23522,1,0,0,2,7,1890,500,1938,1968,2430,23958,"train"
"770",770,1122500,4,3.25,4750,62365,2,0,0,3,11,4750,0,1988,0,3300,31866,"train"
"771",771,465000,5,4,3210,7200,2,0,0,3,8,2410,800,2011,0,2750,7200,"train"
"772",772,470000,4,2.5,1990,30083,2,0,0,3,8,1990,0,1998,0,2220,11627,"train"
"773",773,839000,3,1,1230,12305,1,0,0,3,7,1230,0,1955,1990,2100,7960,"train"
"774",774,2350000,4,2.25,4370,22863,2.5,0,3,4,10,3670,700,1907,1994,2980,22863,"train"
"775",775,792500,4,2.5,4290,175421,2,0,0,3,10,4290,0,2004,0,3370,63162,"train"
"776",776,1444000,4,2.75,2660,9547,1,0,1,3,8,1930,730,1968,2006,2410,10001,"train"
"777",777,1205000,4,2.75,2470,5500,1,0,3,3,9,1570,900,1960,2005,1620,5500,"train"
"778",778,180000,3,1,870,5330,1,0,0,3,6,870,0,1969,2014,840,5200,"train"
"779",779,667000,3,1.75,3320,478288,1.5,0,3,4,8,2260,1060,1933,1982,2960,217800,"train"
"780",780,828500,4,2.5,3720,35000,2,0,0,3,10,3720,0,1983,0,3720,35000,"train"
"781",781,317500,4,2.5,2150,9000,1,0,0,4,7,1360,790,1979,0,1620,8400,"train"
"782",782,422500,3,1.75,1560,7245,1.5,0,0,3,7,1560,0,1962,1985,2220,8502,"train"
"783",783,411500,5,3,2420,7740,1,0,0,5,7,1360,1060,1929,1969,1840,6780,"train"
"784",784,660000,4,1.75,1870,10450,1,0,0,3,8,1620,250,1978,0,2060,10450,"train"
"785",785,887500,3,3,4230,54977,2,0,3,3,9,3780,450,1951,2000,2880,27201,"train"
"786",786,510000,3,1.75,1750,7020,2,0,0,3,7,1750,0,1934,1978,1170,9546,"train"
"787",787,1325000,4,3.5,2170,3672,2,0,0,3,9,2170,0,1905,1989,1950,3450,"train"
"788",788,343000,3,1,1400,5662,1.5,0,0,5,5,1400,0,1920,0,1250,14375,"train"
"789",789,340000,4,2.25,2060,8400,1,0,0,3,7,1300,760,1960,0,1990,7383,"train"
"790",790,799000,3,1,1510,4178,2,0,0,3,8,1510,0,1902,1979,2140,4916,"train"
"791",791,492000,2,1.75,1300,22239,1,0,0,4,7,1300,0,1945,1986,1300,14810,"train"
"792",792,660000,3,2.5,2290,2798,3,0,0,4,9,2290,0,1953,1983,2260,5000,"train"
"793",793,378750,3,2.5,2160,3000,1.5,0,0,3,7,1260,900,1909,2011,1060,3500,"train"
"794",794,285000,2,1,800,6240,1,0,0,3,6,800,0,1954,0,1530,8000,"train"
"795",795,1295000,3,2.75,3450,5350,1.5,0,3,4,9,2590,860,1925,0,2910,5350,"train"
"796",796,565000,3,2.75,2390,9966,1,0,0,5,8,1360,1030,1977,0,2140,10713,"train"
"797",797,150000,3,1,820,7680,1.5,0,0,3,6,820,0,1910,0,1470,6912,"train"
"798",798,320000,3,1,1260,9600,1,0,0,3,7,1260,0,1970,1995,1530,9790,"train"
"799",799,722800,3,3.25,4330,14600,2,0,0,3,10,3630,700,1985,0,3220,12672,"train"
"800",800,300000,3,1.75,170,8481,2,0,0,1,165,1700,0,1993,0,1830,6600,"train"
"801",801,855000,4,3,2590,6250,2,0,2,3,9,2240,350,1964,0,2260,6780,"train"
"802",802,237000,3,2.5,1490,2138,2,0,0,3,7,1490,0,2005,0,1490,2094,"train"
"803",803,1518630,4,4.25,3650,5328,1.5,0,0,3,9,2330,1320,1907,2014,1710,3600,"train"
"804",804,289571,3,1.5,1340,25160,1,0,0,3,7,1340,0,1968,0,1440,23680,"train"
"805",805,268000,3,1.75,1600,7711,1,0,0,3,7,1600,0,1999,0,2100,7711,"train"
"806",806,485000,3,2.5,1540,7120,1,0,0,3,7,770,770,1938,2013,1000,6638,"train"
"807",807,510000,4,2.5,1840,7800,1,0,2,3,8,1240,600,1972,0,2010,9100,"train"
"808",808,910000,3,3.5,2480,3200,2,0,0,3,10,2480,0,2010,0,1980,3200,"train"
"809",809,1015000,3,2.5,2920,34527,1,0,4,4,9,1800,1120,1954,1983,2480,7933,"train"
"810",810,459000,4,3,2530,10000,2,0,0,3,7,2530,0,2013,0,1420,9898,"train"
"811",811,355900,3,2.5,2090,3821,2,0,0,3,7,2090,0,2008,0,2040,4200,"train"
"812",812,464000,2,2,1230,4800,2,0,0,3,7,1230,0,1952,2004,1560,7200,"train"
"813",813,525000,3,2.5,1740,2350,2,0,0,3,8,1120,620,1996,0,1750,3802,"train"
"814",814,479000,2,2.25,1230,932,2,0,0,3,8,1020,210,2004,0,1230,1064,"train"
"815",815,649950,3,2.5,3310,387684,1,0,0,3,8,2160,1150,1919,1996,2340,189050,"train"
"816",816,319000,3,2.25,1220,2980,2,0,0,3,7,1220,0,1986,0,1220,2140,"train"
"817",817,250000,3,1.5,1170,9848,1,0,0,3,7,1170,0,1963,0,2220,5542,"train"
"818",818,345600,5,3.5,2800,5120,2.5,0,0,3,9,2800,0,1903,2005,1780,5120,"train"
"819",819,710000,4,2.5,4070,129808,2,0,0,3,10,4070,0,1998,0,4070,102366,"train"
"820",820,400000,3,2.5,2090,32718,2,1,4,3,7,1550,540,1919,1983,1200,192268,"train"
"821",821,279900,2,1.75,1360,10000,1,0,0,3,6,1360,0,1957,1989,1430,10000,"train"
"822",822,1139990,4,3.25,3740,11467,2,0,0,3,10,3740,0,2014,0,2510,27520,"train"
"823",823,623500,4,3,1550,3350,1,0,0,3,7,860,690,1918,2014,1310,5000,"train"
"824",824,599000,4,1,1590,4280,1.5,0,0,3,7,1590,0,1924,0,2230,4280,"train"
"825",825,414950,4,1.75,2200,8545,1,0,0,4,7,1100,1100,1918,1982,1940,9315,"train"
"826",826,2700000,5,2.75,3831,13800,2,1,4,3,9,3831,0,1959,1980,3850,36563,"train"
"827",827,660000,4,3.25,3030,9273,2,0,0,5,8,3030,0,1988,0,2360,7632,"train"
"828",828,838000,3,3.75,2930,150945,2,0,0,3,8,2930,0,1972,2000,2070,43935,"train"
"829",829,446000,2,1,2550,21675,1,0,1,4,7,1610,940,1958,0,2030,10591,"train"
"830",830,565000,4,2.5,2520,13156,1,0,0,3,8,1520,1000,1979,0,2050,10940,"train"
